Date,Close,High,Low,Open,Volume
2023-04-10,335.0731201171875,336.3235656075255,331.7961122325701,334.03828846828327,7044256
2023-04-11,341.497802734375,343.3087788915467,334.5988693716791,335.07317069872755,18939829
2023-04-12,339.3849792480469,343.0500594617437,338.1345610164522,343.00693122477713,10122932
2023-04-13,341.1528015136719,342.0151748719387,339.51431126462745,341.06657237712915,6292395
2023-04-17,345.0766296386719,346.67199180859274,338.82445634896516,338.82445634896516,11466474
2023-04-18,343.6536865234375,346.6719797998749,342.36014007094957,344.9472603068738,9860308
2023-04-19,343.86932373046875,346.1114728891326,341.497789853725,341.54091809308494,10119480
2023-04-20,345.2059631347656,347.2325255508556,342.96378687492137,344.9472483870184,6924577
2023-04-21,352.0617980957031,352.7085850216558,344.1280333460661,345.205993335354,14801099
2023-04-24,352.4498596191406,353.5709478133228,348.56919284238995,353.5709478133228,6212135
2023-04-25,354.9076232910156,356.6323428269631,351.32877217565795,352.44986037223555,9180650
2023-04-26,355.5112609863281,356.15802052504404,352.751682560677,355.29564714247545,7914219
2023-04-27,358.74517822265625,359.9524956184329,354.4333381894397,355.46816995826964,13100076
2023-04-28,366.9808044433594,369.3091828721778,356.7617343086795,360.46991582908987,13208557
2023-05-02,366.03216552734375,368.23118634446615,363.22945871103417,367.3688402449391,10648421
2023-05-03,368.36053466796875,369.52475106941137,363.9624658109192,365.6440843931658,7607609
2023-05-04,366.1615295410156,368.2311930145085,365.6441000071677,366.7651882201884,8292456
2023-05-05,369.7403564453125,372.4568068586512,365.94594604814733,367.32572170858936,12890455
2023-05-08,372.0687561035156,373.7935031092116,370.25780727777135,371.6807112585425,7522610
2023-05-09,365.47161865234375,373.53476810451167,363.48818430101966,373.23295242687635,10377820
2023-05-10,366.80828857421875,367.670662019015,364.09183818751245,365.6009712176939,10130159
2023-05-11,362.5395812988281,368.5761681543761,361.2460347814821,368.4468107695465,16597954
2023-05-12,362.58270263671875,364.5230087103349,358.78826497218336,362.53957439894646,11564770
2023-05-15,368.921142578125,369.6972596203336,361.3754220501732,362.1946673345414,9503538
2023-05-16,365.6009826660156,370.8183244052902,365.2129378350131,370.8183244052902,8302077
2023-05-17,368.74859619140625,369.91278522840224,364.4367566000682,365.77343124633455,9844782
2023-05-18,361.9359130859375,372.9310991903745,360.55613745867515,370.8183075120231,24919291
2023-05-19,362.0652770996094,364.86798397388037,354.73514378539636,363.0138796934658,26759905
2023-05-22,366.2909240722656,367.15327027486876,361.41852590660676,363.87628911069174,16015615
2023-05-23,370.0852966308594,371.85314442709114,365.81658497706684,367.3688462448959,9068926
2023-05-24,373.83660888671875,374.91456886776746,368.231195120506,369.3522833399385,11921823
2023-05-25,380.4337463378906,381.5548072858419,374.95768966539407,376.81179405000734,18905572
2023-05-26,382.5465087890625,383.538239600723,379.0108132541104,382.3740231705763,13496209
2023-05-29,387.2895202636719,389.6179257846181,382.9776804575075,383.75382474147256,20589822
2023-05-30,396.6940612792969,398.06075980006375,388.8465899847632,388.8465899847632,19627897
2023-05-31,392.81439208984375,398.5457120356545,390.1250920308218,396.16500689487293,14821960
2023-06-01,387.7003173828125,394.1370210863762,387.08309960226313,394.1370210863762,9142172
2023-06-02,390.9627380371094,392.28536752672613,387.7884831517181,387.9648430652818,9558309
2023-06-05,388.5379943847656,394.00478885145765,388.05303951544744,392.3735643160935,7427630
2023-06-06,390.4337158203125,391.13909958783097,388.3175365729127,388.67022845667185,6703067
2023-06-07,391.4477233886719,392.94665691202545,390.3896197900168,391.4917924087194,7833952
2023-06-08,390.52191162109375,393.0348799089027,389.64016787195294,392.9907829407493,7294955
2023-06-09,386.5981750488281,392.1090385407523,383.6884458318554,383.6884458318554,7329661
2023-06-12,385.27557373046875,388.8025207793585,382.542176493777,387.9648739990424,9054977
2023-06-13,392.7262268066406,393.6079704879434,386.4658829976891,388.84658814272206,16732376
2023-06-14,391.93267822265625,394.79831026437284,391.2713634734976,393.4757087109002,9039402
2023-06-15,395.10693359375,395.68005441379864,392.15310761877413,392.3735365538048,7787525
2023-06-16,399.515625,401.71997024510654,394.9305745944466,395.9004842667059,12181426
2023-06-19,399.9565124511719,401.98452587577134,398.7661737553355,400.97051916347164,4350517
2023-06-20,399.2951965332031,401.0145589993537,396.9144913699615,401.0145589993537,4644353
2023-06-21,394.18109130859375,400.48553208235376,392.4176318908195,398.5457127503798,6292873
2023-06-22,394.71014404296875,396.4736314097722,393.1230165907835,395.0187389624948,6892713
2023-06-23,392.1531066894531,394.71014380840734,390.34555030370274,394.57788085873347,6325479
2023-06-26,392.99078369140625,398.0166923317774,391.49182210948834,394.04885942548816,5688287
2023-06-27,392.4617004394531,394.31335378452604,390.7423100436601,393.34344411970375,5052984
2023-06-28,396.2091369628906,397.3113096684264,391.9327091009996,392.37356700527516,12548096
2023-06-30,398.19305419921875,398.50164914384476,393.78433542362166,396.7822586020583,9456776
2023-07-03,408.46527099609375,410.84594822373344,396.8263269252858,398.19302545533765,11111199
2023-07-04,411.1986389160156,412.6535313723766,405.42327783509205,410.008300305656,8022597
2023-07-05,418.9138488769531,423.8075221771925,409.3910840683227,411.19864047327803,16878943
2023-07-06,417.85577392578125,420.94186288148336,414.85787890084566,420.89776591610007,9835812
2023-07-07,413.0062255859375,419.26656948415007,412.30081386393067,417.0622242218856,7605499
2023-07-10,410.7577819824219,415.21056945742544,408.86203164969874,414.4169917521428,6772454
2023-07-11,417.1944885253906,418.4288961670022,410.89004764135507,410.89004764135507,8783282
2023-07-12,416.44500732421875,421.25045876818416,414.8137828842925,421.25045876818416,12816220
2023-07-13,416.18048095703125,420.3687425486203,415.2987372622475,417.8557744157289,8214385
2023-07-14,416.97406005859375,418.82571356446556,415.6073614272469,417.0622539956688,5277090
2023-07-17,416.48907470703125,419.53106669234575,414.9460442041412,418.38482504271707,6325310
2023-07-18,416.621337890625,418.12029937388587,415.29873632386034,416.66543485596026,5558415
2023-07-19,422.22039794921875,423.6311655117629,412.7417020883116,416.84176976869503,14401395
2023-07-20,433.9475402832031,435.3142389262866,419.9719868493442,423.1462420452844,21030102
2023-07-21,432.4485168457031,438.84112329246966,429.4065250466156,433.63885538777146,14510084
2023-07-24,415.6073303222656,440.60463680825757,412.7857672785159,435.09374572678,40477929
2023-07-25,407.6276550292969,413.09442161717914,401.54364266044803,412.56536977340613,45211370
2023-07-26,416.4009094238281,417.06222418037964,407.4071684589522,409.92013658900305,18842179
2023-07-27,410.0523986816406,418.9579456970976,406.56952087917085,418.29665888677584,14528232
2023-07-28,413.05029296875,413.9320366591287,408.59753344133156,412.38900615959966,10362522
2023-07-31,410.62548828125,414.1524348359699,408.68566907339624,413.5352170930307,8510403
2023-08-01,409.83197021484375,413.40298606230425,408.950226521892,410.8900458794789,6686176
2023-08-02,405.68780517578125,409.8319980193271,403.83615167841316,409.65563809083386,10715605
2023-08-03,402.11676025390625,408.9061279792718,400.57370181098145,405.6877760875922,11026824
2023-08-04,401.14678955078125,406.8340121262301,400.52957181348324,402.3371560086833,7097614
2023-08-07,401.1027526855469,402.55761719475873,397.6198749005769,400.39736891347656,9513953
2023-08-08,398.85430908203125,402.9544046394637,397.7080394977841,402.9544046394637,6638681
2023-08-09,404.40924072265625,405.51141326452796,394.0488020621564,398.8542810514794,10134166
2023-08-10,398.32525634765625,404.98238901293035,395.9004821797897,404.6296971289538,13702317
2023-08-11,395.6800537109375,400.2210071328504,392.15310692217804,400.2210071328504,12028396
2023-08-14,396.07684326171875,397.8843996517433,392.41763351672574,395.68005441175876,7854074
2023-08-16,397.00262451171875,403.3070648120905,395.1950682649093,397.6639392092551,15494896
2023-08-17,388.84661865234375,396.78225651702405,387.96487490185774,396.78225651702405,16896158
2023-08-18,389.4197692871094,390.9187309830503,386.64230280833857,388.84664838065794,20068497
2023-08-21,394.8424072265625,395.4596250108248,389.15518421837106,389.72833298258615,9940689
2023-08-22,400.52960205078125,401.32317974929236,394.1370232220497,395.9004826440001,10234488
2023-08-23,397.17901611328125,401.76403856600933,395.54779169239134,401.7199695458845,8770272
2023-08-24,397.5758056640625,399.86831689446626,396.16501017584454,397.31127976346886,6322751
2023-08-25,390.9186706542969,397.66396930020994,389.7724010734439,397.57580331548115,9628041
2023-08-28,389.1993103027344,394.0047899865427,388.8466183917457,392.3735654464792,7176903
2023-08-29,388.0530090332031,391.4917898163721,387.25945928431116,390.5659771185241,9845106
2023-08-30,390.4337158203125,391.49179147159015,388.4057025576413,388.8465883709738,7648569
2023-08-31,387.7003173828125,392.2853677447282,384.5260624956572,390.6100463718974,20666732
2023-09-01,388.8906555175781,392.37353326329537,386.46588136288614,387.9648428202756,11879159
2023-09-04,385.76055908203125,390.9187310758652,385.0110782338828,390.9187310758652,14128562
2023-09-05,390.6982727050781,391.932708368559,386.6422738029047,386.9949657146354,8701612
2023-09-06,394.5337829589844,395.4596236045077,389.7283315966505,391.4477219934921,13358433
2023-09-07,393.16717529296875,395.9005448124251,392.02090553006826,395.7242128149629,8401953
2023-09-08,390.3014831542969,394.93060291197133,389.59609933204774,394.93060291197133,10322317
2023-09-11,394.3133850097656,395.1069627682871,390.3014830834986,393.25530927658383,9679540
2023-09-12,397.7962341308594,400.5737001941304,392.90258881017746,395.81231782358947,14961276
2023-09-13,399.8683166503906,402.9544055806916,397.75213739177775,398.722047063466,12268130
2023-09-14,396.7381591796875,401.9845247095016,394.26931580340914,401.9845247095016,14986708
2023-09-15,395.3273620605469,398.63387991662444,394.1370234569155,395.0628361608855,15657801
2023-09-18,398.58978271484375,400.309173116776,393.431611509047,395.3273618255969,8513132
2023-09-20,399.3833312988281,401.2790535323377,396.3854085827855,398.28115876113765,10343224
2023-09-21,394.577880859375,399.91238403180046,391.93267775558206,399.25109722827455,11132308
2023-09-22,390.6982727050781,395.371489438992,389.9487919133328,394.5779116789628,7795399
2023-09-25,390.2573547363281,392.19717406361207,386.50997903087915,390.6982405483392,6005673
2023-09-26,390.1250915527344,391.93267587465755,387.7003173950868,391.13909818042134,5533023
2023-09-27,396.03277587890625,396.60589674176185,386.90679931722025,390.12512348770593,10894817
2023-09-28,388.6261901855469,396.7381600435319,387.6121834739812,396.7381600435319,10610213
2023-09-29,391.844482421875,392.9025860154766,387.25945999908333,389.728331124361,8474326
2023-10-03,387.74444580078125,390.5219120661356,387.30355995328506,388.8466185022516,7770032
2023-10-04,384.52606201171875,389.46380424989917,382.05719089262857,387.7444138594502,13912656
2023-10-05,384.4819641113281,388.4056997135795,383.60024838080864,387.9648418483198,10416552
2023-10-06,389.8605651855469,391.13909770977415,385.01101687608707,386.06909252228434,8742804
2023-10-09,388.3616638183594,390.78643817379213,385.54010058344306,388.80252172122107,5827256
2023-10-10,391.844482421875,392.2412712694756,388.36163261252193,388.36163261252193,5207891
2023-10-11,395.23919677734375,396.29727243302307,392.19717687068186,394.3133561268852,7946195
2023-10-12,397.3994140625,398.9865413946693,393.38751274296686,396.47360142908565,12227957
2023-10-13,395.3273620605469,398.3693540169631,394.1370234569155,396.649963614009,7926432
2023-10-16,395.8564147949219,397.66397118708454,393.431612672195,395.0187401290674,4377288
2023-10-17,399.82421875,400.7500593993467,395.9004831074062,396.60586687701203,7203352
2023-10-18,398.23712158203125,404.0125110176941,397.6640007187461,400.52963298001873,7160492
2023-10-19,397.13494873046875,401.1027816382518,394.00479055043525,396.56182786739777,9830006
2023-10-20,386.46588134765625,395.90048001314057,385.6282346346906,392.37353324783265,13521824
2023-10-23,384.34967041015625,387.9207138455043,381.88082743945694,386.20132359681236,7555671
2023-10-25,381.5281677246094,386.2013844157009,376.5463560928988,385.23147468111733,11308597
2023-10-26,382.9830322265625,384.9669205734882,378.7506737448066,378.7506737448066,19525305
2023-10-27,382.4539794921875,385.1432795427069,381.0872809846565,382.98303128732067,13638258
2023-10-30,379.54425048828125,385.45187443929177,377.692597150259,383.1593632352452,7911426
2023-10-31,377.7366638183594,382.10128521111284,377.2958059550796,379.14745928157436,8952141
2023-11-01,377.4721984863281,380.11740178427897,375.17965915360094,379.1474920453739,8297973
2023-11-02,380.1614990234375,381.52816969661706,377.957153625291,379.19158928384076,8465990
2023-11-03,382.0131530761719,383.02715985955194,380.11743042360786,381.61639211297864,14334179
2023-11-06,383.86474609375,385.1432786139572,381.39590292705253,382.23354963743043,7589690
2023-11-07,381.5281677246094,383.468015138623,381.0432128573176,383.468015138623,5321353
2023-11-08,385.27557373046875,385.7605286003805,381.1754778754311,381.92495866435775,7248663
2023-11-09,383.027099609375,386.2013544847034,382.58624174413,386.0250225165432,8085620
2023-11-10,384.9228820800781,386.2013867630515,381.3518380606581,383.02713162242185,4236307
2023-11-13,384.4378967285156,386.5540480245854,383.5561530493976,386.5540480245854,3888975
2023-11-15,389.6842346191406,390.16918945183164,385.7604989928791,386.2895507903037,7722827
2023-11-16,386.7745056152344,391.93267680548666,385.84866496975997,389.684234611322,11276031
2023-11-17,387.30352783203125,389.28744411911,386.46588111956004,387.30352783203125,6911592
2023-11-20,385.1432800292969,388.2293689300651,383.11529472013177,387.83258008321394,4502356
2023-11-21,384.6583251953125,387.3476252492101,383.99701045056537,385.4518749441646,6228803
2023-11-22,387.7003173828125,388.3175351633618,383.37979291896715,385.31964018986827,5074887
2023-11-23,388.2734375,389.94875886981583,386.42181210652865,388.8024892951886,6611803
2023-11-24,386.0250244140625,389.94876003547023,385.18737769907284,388.8465874220955,7084608
2023-11-28,383.776611328125,387.08312941901437,383.46801638650174,386.20138567247454,9082513
2023-11-29,385.4960021972656,386.64227186327514,382.8067019320691,384.43792646738143,14316126
2023-11-30,384.2615051269531,386.59811310874943,383.1152635889836,385.055082756171,15710110
2023-12-01,396.6058654785156,397.61987210927634,385.67233325364487,386.11319112188283,20081576
2023-12-04,400.353271484375,402.4253537779579,397.66397140473475,401.1909182058432,13293194
2023-12-05,398.32525634765625,403.65978746180724,396.87039184693634,401.1909163291269,12603697
2023-12-06,408.46527099609375,409.56744362422006,398.6338833286502,400.2210107953583,21203900
2023-12-07,403.92431640625,409.831968383296,403.3070986184266,409.78787141814973,11746535
2023-12-08,396.03277587890625,407.01043387871886,395.45965501605065,405.55554132019086,19386851
2023-12-11,398.9424743652344,399.9564809977906,396.1650083117594,398.10482764719234,6854157
2023-12-12,399.515625,405.5996089341438,398.8543102485301,400.4855346722593,10549319
2023-12-13,401.7640686035156,404.5856318410862,399.51565417402054,402.3372174115911,11718443
2023-12-14,405.68780517578125,406.4813829367305,396.2973026736294,405.59963918395806,14924265
2023-12-15,404.0124816894531,408.20074324634294,401.19091865642844,407.2749025937947,16397959
2023-12-18,398.23712158203125,402.0726915313319,397.0908519106141,401.1909477798453,12490839
2023-12-19,402.1608581542969,403.83615172335817,398.58981411932143,399.7360837925379,10664235
2023-12-20,397.6639709472656,404.9382934765252,396.16500947644437,404.7178645413679,10766954
2023-12-21,398.060791015625,400.0887765009009,391.888612678095,395.900514625066,11584223
2023-12-22,401.3672790527344,401.9844968402244,397.2671834762267,399.4274317600194,11450973
2023-12-26,402.469482421875,404.6297308706893,400.9264238628531,402.1167905084878,6097422
2023-12-27,403.0425720214844,404.27700759500016,400.08874603806044,402.9544060361889,7833901
2023-12-28,409.2147521972656,409.74377605686726,402.16083060240936,403.1307402806648,21493169
2023-12-29,407.4512939453125,412.5653686044719,406.78997914247,409.21478145632807,13384631
2024-01-01,412.6976013183594,414.3729227144936,407.93621892139623,408.6856996614059,9706230
2024-01-02,414.7256164550781,415.6073322050578,408.7738674736452,414.4169935867092,10924918
2024-01-03,420.80963134765625,423.85162356508897,413.84390315321025,414.6374529754397,24961710
2024-01-04,420.0600891113281,424.5128762817951,418.1202698908769,423.2343438256743,12240910
2024-01-05,417.89990234375,422.7053820832455,416.18051179222624,422.7053820832455,9564086
2024-01-08,410.44921875,419.2666004502911,409.61154401480087,418.82571459836834,8311403
2024-01-09,409.61151123046875,414.37292155899934,408.8179614722768,412.2126453306293,5916180
